day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
16,9,2012,25.6,85.1,18.5,0.0,75.0,2.4,19.8,5.2,3.8,4.2,not fire,0
22,7,2012,31.8,48.7,16.0,0.0,90.1,21.2,90.4,7.7,23.6,8.9,not fire,0
29,6,2012,32.2,67.5,16.2,0.2,88.5,22.3,74.7,8.0,22.4,9.0,not fire,1
9,7,2013,30.6,60.4,13.1,0.0,85.7,15.1,74.6,6.6,18.0,7.3,not fire,1
20,9,2012,31.9,77.3,17.0,1.0,78.1,17.2,61.4,4.2,17.7,5.6,not fire,0
20,7,2013,30.5,49.6,13.6,0.0,94.1,17.9,67.1,8.3,18.8,8.6,fire,0
8,8,2013,32.5,65.3,15.8,0.0,88.8,18.5,66.7,7.3,19.1,8.0,not fire,1
27,6,2012,42.0,59.1,15.2,0.0,96.0,39.6,135.5,8.5,40.0,12.0,fire,0
27,6,2012,27.7,47.9,14.6,0.0,87.4,18.3,80.4,6.8,20.6,7.9,not fire,1
24,8,2012,34.9,56.1,13.1,0.0,86.9,20.9,103.2,6.7,24.9,8.4,not fire,0
27,6,2013,33.1,60.2,16.0,0.0,87.2,18.1,63.5,5.7,18.5,6.8,not fire,0
15,9,2012,29.2,75.9,13.7,0.0,72.4,5.4,44.3,4.3,8.5,4.3,not fire,0
23,6,2013,33.4,50.1,15.2,0.0,89.6,17.9,75.9,5.8,19.8,7.0,not fire,0
18,8,2013,33.5,53.2,7.6,2.0,88.0,19.4,100.7,6.1,23.7,7.9,not fire,1
2,6,2013,31.5,62.4,16.4,0.0,82.5,20.3,62.9,6.2,19.7,7.3,not fire,0
27,7,2012,26.3,56.0,14.5,0.5,78.5,11.7,53.8,4.6,13.5,5.2,not fire,0
1,7,2012,31.2,70.9,11.6,0.2,81.6,17.4,86.6,5.1,20.9,6.7,not fire,1
18,9,2012,27.3,63.3,14.1,10.0,66.0,13.2,57.3,0.8,14.8,2.8,not fire,0
12,9,2012,36.8,53.6,19.7,0.0,91.1,23.8,97.3,9.7,26.0,10.7,fire,1
19,7,2012,29.9,65.9,15.2,0.0,82.2,19.6,94.6,4.6,23.1,6.7,not fire,0
15,7,2012,34.8,63.8,10.6,0.0,90.0,23.6,102.4,6.3,26.4,8.4,not fire,0
5,7,2012,32.7,88.8,13.1,0.0,75.8,9.7,41.8,3.2,10.9,3.9,not fire,0
26,9,2012,34.3,49.1,17.7,2.0,91.5,25.9,89.8,7.8,26.3,9.4,not fire,0
4,8,2013,27.1,69.2,15.9,0.0,79.1,9.6,62.3,5.4,13.3,5.8,not fire,0
20,7,2012,32.0,67.1,10.9,0.0,81.2,7.2,38.8,4.4,9.0,4.4,not fire,1
29,7,2012,31.1,65.1,15.9,0.0,83.4,10.2,43.6,5.6,11.3,5.6,not fire,1
25,9,2012,31.6,62.6,15.6,0.0,81.7,21.2,101.0,4.7,24.8,7.0,not fire,1
20,9,2012,28.7,79.2,16.4,0.0,80.2,19.1,92.7,4.7,22.6,6.7,not fire,0
20,8,2013,28.0,68.0,19.5,2.0,74.0,4.5,35.7,5.4,7.0,4.8,not fire,1
12,7,2012,26.7,64.3,16.4,0.0,82.5,14.3,64.3,4.3,16.3,5.5,not fire,0
11,8,2013,27.7,66.0,18.1,0.0,76.2,16.8,74.6,3.5,19.0,5.3,not fire,1
17,7,2013,32.4,55.1,14.4,0.5,88.0,28.5,110.8,7.7,30.4,10.0,not fire,0
4,9,2013,30.9,80.8,17.3,0.5,77.4,13.5,32.5,3.4,12.0,4.2,not fire,0
18,6,2013,32.3,69.2,17.6,0.0,84.8,23.5,110.8,6.6,27.4,8.7,not fire,0
8,9,2012,33.0,46.3,14.2,0.5,94.6,22.2,77.2,8.3,22.6,9.2,fire,0
21,7,2013,29.0,66.3,17.8,0.0,79.3,16.0,70.2,6.0,18.0,6.9,not fire,0
28,7,2013,34.0,63.1,16.9,0.0,83.8,29.8,106.5,8.0,30.7,10.2,not fire,1
13,7,2013,34.5,55.4,15.7,0.0,93.9,27.2,90.2,9.4,27.2,10.7,fire,0
11,8,2013,30.7,77.6,14.2,0.0,81.3,13.7,53.7,4.3,14.6,5.2,not fire,0
25,9,2012,29.7,77.1,15.9,0.0,74.8,12.5,73.5,2.7,16.3,4.3,not fire,1
18,9,2013,25.7,78.7,16.4,0.0,78.8,0.7,18.7,7.0,2.7,5.3,not fire,1
17,6,2013,31.1,77.1,13.2,0.0,82.1,10.9,35.7,6.1,10.8,5.9,not fire,1
15,9,2013,25.5,75.1,17.7,2.0,73.9,4.0,38.2,4.3,7.0,4.0,not fire,0
26,7,2012,33.8,69.3,14.5,1.0,80.6,25.2,80.2,3.3,24.7,6.0,not fire,1
2,7,2013,32.6,44.4,15.5,2.0,85.9,22.9,79.6,7.5,23.3,8.8,not fire,0
12,7,2012,37.1,59.1,15.2,0.0,91.2,32.1,115.7,7.6,33.2,10.3,not fire,0
22,7,2012,28.1,72.6,13.0,2.0,77.7,11.9,59.3,3.2,14.3,4.4,not fire,0
16,8,2012,29.5,65.2,12.8,0.0,84.7,25.3,93.4,3.7,26.4,6.5,not fire,0
21,8,2012,37.2,45.8,17.2,0.0,87.2,25.9,106.5,8.3,28.3,10.1,fire,0
29,6,2013,28.5,56.5,11.0,10.0,62.7,12.1,60.1,0.0,14.4,2.2,not fire,0
4,9,2012,30.9,56.2,17.3,0.0,90.7,18.4,94.5,7.8,22.4,8.8,not fire,1
22,8,2012,30.5,49.6,12.1,0.0,90.7,15.4,59.2,7.1,16.4,7.4,not fire,0
26,7,2013,28.3,73.9,11.1,0.0,80.9,15.7,50.5,6.2,15.5,6.7,not fire,0
12,6,2012,31.6,50.3,14.7,0.0,90.4,19.1,67.4,6.8,19.6,7.7,not fire,0
23,7,2013,28.2,64.3,14.5,0.0,89.6,14.5,70.6,6.3,17.1,7.0,not fire,0
4,6,2013,29.3,86.4,16.9,0.0,76.2,12.7,56.4,5.5,14.4,6.0,not fire,1
10,7,2013,31.3,54.8,15.7,0.0,86.7,19.6,88.1,6.8,22.3,8.1,not fire,1
15,6,2013,30.0,75.7,16.5,0.0,83.6,5.0,39.8,6.5,7.8,5.7,not fire,0
29,6,2012,34.6,55.1,16.3,0.0,90.0,24.4,76.6,6.4,23.8,8.1,not fire,1
8,9,2012,38.7,42.6,15.4,0.0,96.0,31.9,118.9,8.0,33.4,10.6,fire,0
22,7,2013,28.4,64.4,15.9,0.0,75.3,12.4,53.5,3.5,13.9,4.6,not fire,0
4,8,2013,37.9,47.2,17.4,0.0,96.0,31.3,113.5,9.3,32.4,11.4,fire,0
28,6,2013,34.5,65.7,14.3,0.2,84.7,22.3,86.8,5.4,23.8,7.4,not fire,1
24,7,2012,29.3,68.3,14.6,0.0,77.6,11.9,69.2,4.1,15.4,5.2,not fire,0
22,9,2013,28.8,73.4,14.5,1.0,75.3,15.9,71.3,1.8,18.1,4.0,not fire,0
21,7,2013,35.1,63.5,16.6,2.0,86.0,28.1,104.6,5.5,29.4,8.3,not fire,1
21,9,2013,29.9,85.0,12.4,0.0,78.0,7.5,39.3,4.8,9.2,4.7,not fire,0
19,8,2012,30.7,64.2,17.9,0.0,85.3,9.0,61.0,7.0,12.7,6.8,not fire,1
3,6,2012,31.8,72.3,16.7,0.0,80.3,17.0,63.3,5.2,17.8,6.3,not fire,0
28,7,2013,36.1,66.4,19.1,0.0,87.5,27.7,99.9,6.4,28.6,8.8,not fire,0
23,8,2012,29.7,64.0,17.0,0.0,85.9,17.2,72.5,4.6,19.0,6.1,not fire,1
14,9,2013,37.2,45.9,17.9,0.2,92.7,28.7,100.3,7.7,29.2,9.8,fire,1
11,8,2013,39.4,66.7,17.3,10.0,66.3,34.9,127.5,0.9,36.2,6.0,not fire,0
3,8,2013,32.3,80.4,11.5,0.0,74.3,17.2,68.6,2.2,18.6,4.3,not fire,1
3,6,2012,29.8,66.5,15.4,0.0,88.0,18.3,59.7,6.3,18.1,7.1,not fire,0
9,8,2012,35.2,70.7,20.3,0.0,82.9,29.0,128.5,5.1,32.8,8.5,not fire,1
3,6,2013,30.0,65.0,13.6,0.0,84.9,20.6,74.6,6.9,21.3,8.0,not fire,0
3,7,2012,27.5,57.3,13.4,0.0,82.4,11.2,43.9,4.0,12.0,4.6,not fire,0
30,6,2012,35.5,63.7,16.3,0.0,91.3,22.4,99.0,7.5,25.3,9.0,not fire,0
20,7,2012,30.8,68.0,16.1,0.0,76.1,23.2,106.8,4.5,26.7,7.2,not fire,1
22,9,2012,29.9,70.6,14.7,0.5,81.0,19.1,79.2,4.1,21.0,6.0,not fire,1
12,7,2013,31.2,49.9,17.3,0.0,91.5,22.7,86.8,7.3,24.0,8.7,not fire,0
2,8,2012,28.2,71.5,18.4,0.0,80.4,16.0,51.0,4.9,15.7,5.8,not fire,1
18,7,2012,36.1,41.1,14.5,0.0,96.0,31.1,88.7,8.9,29.3,10.6,fire,1
21,7,2013,36.7,43.7,20.6,0.2,95.8,33.1,127.3,9.5,35.1,11.9,fire,0
11,9,2013,33.8,50.1,16.1,0.0,91.9,27.2,87.3,9.0,26.8,10.3,fire,0
10,6,2013,32.2,43.1,16.9,0.0,89.4,22.3,75.5,5.9,22.4,7.5,not fire,1
16,9,2013,34.3,55.0,12.4,0.0,87.7,22.6,85.7,6.4,23.8,8.0,not fire,0
14,7,2012,30.6,56.9,16.5,0.5,82.5,17.6,79.3,6.8,20.1,7.8,not fire,0
1,8,2012,34.6,41.0,15.4,10.0,75.0,21.8,92.2,5.2,24.2,7.3,not fire,0
29,9,2012,30.5,69.9,14.2,0.0,77.7,16.5,70.3,4.2,18.3,5.7,not fire,0
9,8,2013,27.8,75.4,17.6,10.0,61.3,11.6,41.5,0.0,12.0,1.8,not fire,0
14,8,2012,36.0,74.0,12.2,0.5,83.2,32.3,122.7,5.1,34.1,8.7,not fire,0
5,9,2012,28.1,58.7,16.2,0.5,82.3,9.6,30.7,5.6,9.4,5.4,not fire,1
14,7,2013,32.4,59.5,15.4,0.0,89.2,20.0,74.1,7.3,20.9,8.2,not fire,0
30,8,2013,32.4,62.7,13.6,0.0,84.5,25.7,97.1,6.1,27.1,8.3,not fire,0
5,8,2012,28.7,63.7,20.7,0.2,83.0,11.2,62.8,6.8,14.2,6.9,not fire,0
22,6,2013,26.9,72.5,16.9,0.0,79.5,14.6,61.8,6.1,16.2,6.7,not fire,1
31,6,2013,27.0,73.4,14.8,0.0,79.7,6.5,38.3,4.1,8.5,4.1,not fire,1
21,9,2012,32.7,65.2,15.9,0.0,83.9,18.9,83.0,5.9,21.3,7.3,not fire,1
6,7,2013,41.7,55.0,13.6,0.0,96.0,38.4,143.6,8.9,40.3,12.3,fire,1
7,9,2012,28.1,72.1,11.6,0.0,79.3,0.9,30.5,3.8,4.2,3.3,not fire,1
31,9,2013,33.2,75.4,16.4,0.0,81.5,21.0,82.0,4.2,22.5,6.3,not fire,0
27,7,2012,40.1,40.7,17.6,10.0,75.3,30.7,116.0,3.9,32.3,7.6,not fire,1
8,9,2013,34.1,66.4,14.2,0.0,85.1,23.3,91.1,5.9,24.9,7.9,not fire,1
23,9,2013,33.0,65.4,13.5,0.0,83.6,10.7,41.7,4.6,11.4,4.9,not fire,1
5,8,2013,30.1,58.6,18.0,0.0,83.7,15.0,86.6,7.2,19.4,7.9,not fire,0
25,7,2012,28.5,56.0,12.7,0.0,88.6,8.2,36.9,6.2,9.4,5.7,not fire,0
4,9,2013,33.8,55.5,12.2,0.0,91.1,20.9,76.9,7.7,21.8,8.7,not fire,0
2,7,2013,33.9,80.6,17.0,0.2,81.4,15.2,80.6,5.0,18.8,6.3,not fire,1
30,6,2012,34.9,73.3,15.7,0.0,84.7,22.7,107.1,4.7,26.5,7.2,not fire,0
22,6,2012,28.1,86.0,15.6,0.0,73.1,6.7,34.8,2.7,8.2,3.1,not fire,1
16,7,2012,32.5,80.3,17.7,0.0,78.3,16.7,68.7,4.0,18.2,5.5,not fire,1
22,9,2013,30.4,62.6,19.5,0.0,86.7,16.2,80.1,6.7,19.4,7.6,not fire,1
29,9,2012,29.5,86.4,16.3,0.0,75.5,15.0,57.9,4.6,16.0,5.6,not fire,1
21,6,2012,36.6,50.7,15.0,0.0,93.3,29.0,107.6,8.3,30.3,10.4,fire,0
9,8,2012,28.6,45.7,17.6,0.0,90.4,17.8,66.5,6.9,18.7,7.6,not fire,0
8,7,2013,32.2,63.9,16.3,0.0,87.4,16.4,67.7,8.5,17.9,8.7,not fire,0
28,6,2013,24.8,49.0,10.4,0.0,83.5,13.5,69.1,5.2,16.4,6.1,not fire,0
14,7,2013,28.9,58.1,16.1,0.0,86.3,19.8,87.0,5.9,22.3,7.5,not fire,0
22,8,2012,28.5,69.7,17.5,0.0,78.4,11.9,56.2,4.0,13.9,4.9,not fire,1
12,6,2013,35.0,64.6,19.3,0.0,85.2,28.7,113.6,5.5,30.8,8.5,not fire,1
18,6,2013,30.9,62.7,17.4,0.0,83.1,10.1,40.6,5.1,10.9,5.2,not fire,1
19,6,2012,37.0,57.4,17.2,0.0,86.5,26.2,118.6,7.7,30.0,9.9,not fire,0
17,6,2013,30.4,67.1,13.4,0.0,85.9,12.6,67.7,5.2,15.7,6.0,not fire,1
21,6,2013,35.2,66.7,12.2,0.0,84.9,25.3,102.4,6.1,27.4,8.4,not fire,1
28,9,2012,28.7,69.0,19.8,0.2,82.2,18.2,77.2,5.8,20.2,7.1,not fire,1
26,9,2012,26.0,71.1,17.6,0.0,80.2,6.6,41.6,5.0,9.0,4.8,not fire,0
14,9,2013,36.9,60.4,13.0,0.0,90.2,27.6,100.1,7.1,28.6,9.3,not fire,0
25,6,2012,33.6,62.7,16.6,0.0,87.7,18.0,67.0,8.0,18.8,8.4,not fire,0
2,6,2012,26.8,55.1,15.0,0.0,84.1,12.0,64.9,7.6,15.0,7.5,not fire,1
29,6,2013,31.0,68.8,16.0,0.0,81.1,15.4,65.3,5.0,17.1,6.1,not fire,0
23,6,2012,31.2,60.2,18.2,0.5,82.4,13.8,65.1,4.8,16.1,5.8,not fire,1
29,6,2012,33.0,77.2,17.0,0.0,81.3,24.2,83.7,4.2,24.6,6.6,not fire,1
6,7,2012,33.4,48.4,14.7,1.0,88.9,30.3,117.6,7.2,32.3,9.9,not fire,0
20,8,2013,36.9,57.6,10.2,0.0,88.8,30.8,106.8,6.1,31.3,9.0,not fire,0
19,7,2012,33.9,80.5,14.9,0.0,78.4,20.3,78.0,4.5,21.5,6.3,not fire,0
24,7,2012,29.4,55.7,21.8,0.0,84.0,8.9,54.3,6.9,11.9,6.6,not fire,0
15,9,2012,31.4,52.1,15.6,0.0,89.3,15.6,58.1,6.9,16.3,7.3,not fire,1
23,9,2012,27.8,50.9,18.0,1.0,80.0,8.4,41.2,5.9,10.0,5.6,not fire,0
15,8,2012,30.4,63.7,12.6,0.0,83.6,12.8,53.8,3.9,14.1,4.8,not fire,1
28,6,2012,28.2,62.5,16.8,0.0,85.7,9.7,37.8,6.5,10.3,6.1,not fire,0
19,8,2013,34.0,53.4,18.4,0.0,95.3,27.9,110.0,9.4,29.9,11.1,fire,1
1,6,2013,31.7,68.9,19.3,0.0,86.1,20.4,73.6,7.1,21.1,8.2,not fire,1
28,6,2013,36.8,53.4,13.9,0.0,92.9,37.7,124.7,7.5,37.6,10.9,fire,0
18,6,2013,30.8,70.4,16.2,0.0,84.6,18.1,80.3,6.2,20.5,7.4,not fire,0
12,6,2013,35.4,33.5,15.5,0.0,96.0,26.9,97.7,9.2,27.9,10.6,fire,1
14,6,2013,25.3,63.4,17.7,0.0,71.3,6.2,52.4,3.1,10.0,3.7,not fire,1
18,8,2013,36.7,60.6,19.8,0.0,88.0,24.6,103.4,6.3,27.2,8.5,not fire,1
25,6,2013,28.9,56.7,11.8,0.5,84.2,14.0,53.7,5.7,14.9,6.2,not fire,1
12,6,2012,35.7,54.5,17.4,10.0,69.5,29.1,123.6,2.0,32.3,6.2,not fire,0
29,8,2012,34.8,58.9,14.1,10.0,71.7,23.5,92.1,1.7,25.2,5.0,not fire,0
20,8,2013,34.0,57.7,17.0,1.0,85.2,23.5,90.9,7.3,25.0,8.8,not fire,0
30,7,2012,34.1,58.3,17.4,0.0,89.5,24.6,81.1,8.8,24.5,9.9,not fire,0
13,9,2012,34.7,69.0,16.5,0.0,86.1,22.8,98.9,6.7,25.6,8.5,not fire,0
11,8,2013,31.7,63.6,14.0,0.0,82.3,14.3,44.3,5.6,13.9,6.0,not fire,1
20,7,2013,39.0,49.8,18.6,0.0,96.0,29.8,111.7,8.0,31.3,10.3,fire,0
10,9,2013,31.5,71.0,15.7,0.0,80.2,20.5,74.8,4.0,21.2,6.0,not fire,0
9,7,2012,29.8,64.5,15.8,0.0,77.5,15.2,75.9,4.3,18.2,5.8,not fire,1
26,9,2013,35.2,47.2,13.6,0.0,89.2,30.8,107.0,6.1,31.3,9.0,fire,1
28,7,2013,31.1,55.0,13.4,5.0,77.9,20.0,83.6,3.4,22.0,5.7,not fire,0
13,9,2013,31.5,59.2,18.6,0.2,84.7,22.9,68.9,5.8,22.0,7.4,not fire,1
1,9,2013,31.1,50.9,16.2,0.0,89.9,20.2,85.0,6.6,22.3,8.0,not fire,0
15,6,2012,28.3,64.1,14.8,1.0,82.6,10.8,62.7,5.0,14.0,5.6,not fire,0
5,8,2012,32.2,51.5,18.9,0.2,88.1,15.0,44.1,7.0,14.3,7.0,not fire,1
16,7,2012,34.9,89.3,14.5,0.0,74.9,18.0,56.4,5.6,17.6,6.6,not fire,0
6,9,2012,24.3,64.1,18.2,0.2,78.7,0.7,23.8,6.3,3.3,4.9,not fire,1
26,8,2013,37.0,75.9,18.0,0.0,85.9,23.5,99.7,8.2,26.0,9.7,not fire,1
23,6,2012,27.2,65.1,12.8,0.0,78.9,9.4,29.5,2.8,9.2,3.3,not fire,1
14,8,2013,28.5,53.9,18.5,0.0,84.3,16.2,61.8,7.4,17.1,7.7,not fire,0
20,7,2012,25.6,56.8,15.5,0.0,83.9,3.8,36.7,5.4,6.7,4.8,not fire,0
16,9,2013,26.8,70.0,17.5,0.0,81.5,10.9,36.1,4.7,10.9,4.9,not fire,1
20,7,2012,28.2,73.2,13.7,0.0,84.2,7.2,34.2,4.1,8.4,4.2,not fire,1
12,8,2012,31.1,64.6,12.9,0.0,78.7,25.2,86.0,3.7,25.4,6.4,not fire,0
7,9,2013,29.9,65.9,16.0,0.5,77.4,13.5,54.5,3.4,14.6,4.6,not fire,1
6,8,2012,32.6,48.6,15.4,0.0,91.3,26.9,98.2,7.8,28.0,9.7,fire,0
28,6,2013,34.3,54.7,12.9,0.0,94.1,23.6,97.1,8.8,25.8,10.0,fire,0
13,9,2012,30.7,81.0,14.1,0.0,78.2,13.3,67.4,3.7,16.1,5.0,not fire,0
10,6,2012,35.1,65.8,16.4,0.0,89.2,20.2,79.1,5.9,21.6,7.4,not fire,1
30,9,2012,36.0,65.3,14.8,0.0,86.2,21.9,83.7,7.9,23.2,9.0,not fire,0
16,6,2013,30.4,70.6,16.0,0.0,83.4,7.8,50.9,4.5,10.8,4.8,not fire,0
8,7,2013,35.9,70.4,12.8,0.0,83.1,18.0,78.7,4.7,20.2,6.3,not fire,0
14,7,2013,27.9,58.0,17.3,0.2,78.8,14.4,38.3,4.2,13.3,5.0,not fire,0
18,7,2013,33.0,69.0,18.6,0.0,89.0,21.2,98.0,7.1,24.5,8.7,not fire,1
9,6,2012,33.9,63.9,10.3,0.0,86.2,19.1,86.2,5.3,21.8,7.0,not fire,1
28,9,2013,36.4,64.8,12.4,0.0,82.8,27.3,104.2,6.6,28.9,8.9,not fire,0
8,8,2012,33.0,45.5,13.9,0.0,90.7,31.2,131.6,7.9,34.5,10.7,fire,1
17,8,2013,33.5,59.3,18.5,0.0,89.3,22.8,106.2,7.4,26.4,9.1,not fire,1
21,8,2012,38.6,43.8,17.9,0.0,96.0,31.6,111.3,8.8,32.3,11.0,fire,1
14,6,2013,32.1,62.8,14.1,0.0,80.2,18.5,51.3,5.7,17.3,6.6,not fire,1
13,8,2013,29.3,61.8,12.4,0.0,85.3,19.9,77.9,7.0,21.3,8.1,not fire,1
26,6,2013,40.4,49.2,15.9,0.0,95.4,28.9,109.0,8.4,30.4,10.4,fire,1
30,8,2012,32.3,51.3,12.2,0.0,87.4,21.1,85.8,4.3,22.9,6.4,not fire,1
11,6,2012,26.7,56.0,12.0,0.5,82.2,5.3,39.0,3.9,7.9,3.9,not fire,1
30,8,2012,32.7,61.8,11.4,2.0,87.8,17.8,81.1,6.6,20.4,7.7,not fire,1
4,6,2012,34.1,65.3,16.0,0.0,87.2,20.5,81.6,7.4,22.1,8.5,not fire,1
2,7,2013,39.1,41.2,18.4,0.0,96.0,36.7,125.8,8.8,37.1,11.7,fire,0
25,8,2012,32.6,66.4,13.8,0.5,84.4,19.0,73.0,5.6,20.2,7.0,not fire,1
25,9,2012,32.5,59.2,18.0,0.0,87.4,23.0,92.3,7.7,24.8,9.1,not fire,1
16,8,2012,31.0,71.9,16.3,0.0,79.2,17.2,61.1,4.4,17.7,5.7,not fire,0
10,9,2012,32.3,53.8,18.3,0.0,86.2,17.8,72.1,7.4,19.4,8.1,not fire,0
16,8,2012,35.3,45.1,18.1,0.0,96.0,31.1,116.2,10.7,32.6,12.3,fire,0
14,7,2013,30.6,73.5,15.0,0.0,81.1,12.3,40.7,6.3,12.3,6.2,not fire,0
10,8,2012,28.6,69.8,16.8,0.0,80.9,8.8,35.6,4.9,9.6,4.9,not fire,1
19,8,2013,34.3,45.8,13.8,0.0,95.8,26.8,106.9,9.6,28.9,11.1,fire,0
24,9,2013,31.2,74.3,14.5,2.0,76.5,16.4,78.4,5.5,19.3,6.8,not fire,1
11,7,2012,34.2,52.6,16.3,0.0,83.2,24.2,87.4,4.6,25.0,7.0,not fire,0
12,9,2012,32.1,62.9,17.2,0.0,80.3,26.2,103.1,3.6,28.1,6.8,not fire,1
31,8,2012,28.5,69.2,11.8,0.0,79.4,11.4,62.8,4.9,14.4,5.6,not fire,0
7,8,2012,28.7,71.0,14.1,0.5,79.0,19.6,77.0,4.4,21.0,6.2,not fire,0
13,6,2013,29.7,54.3,8.0,0.5,79.0,13.2,59.7,3.5,15.1,4.7,not fire,0
2,8,2012,30.1,76.6,19.0,0.0,76.9,12.8,69.1,6.1,16.0,6.6,not fire,1
2,8,2012,33.7,60.5,16.5,2.0,79.9,18.0,66.8,3.9,18.8,5.5,not fire,0
27,8,2013,27.9,65.5,8.9,0.0,81.9,14.8,78.4,2.7,18.3,4.6,not fire,1
17,7,2013,33.3,50.4,14.9,0.0,91.7,19.6,81.5,9.1,21.6,9.6,fire,0
13,6,2012,27.2,84.0,18.3,0.0,73.3,10.6,33.8,4.7,10.4,4.9,not fire,1
11,7,2013,34.6,58.9,13.2,0.2,87.1,20.5,88.6,5.8,22.9,7.5,not fire,0
8,9,2013,29.1,82.6,17.9,0.0,76.1,7.9,34.8,3.5,8.9,3.8,not fire,0
20,8,2012,30.9,56.0,12.9,0.2,90.0,17.1,58.9,7.4,17.3,7.8,not fire,1
28,9,2013,32.2,65.9,15.7,0.0,82.8,17.8,79.9,6.6,20.3,7.7,not fire,1
28,9,2013,23.0,52.2,12.7,0.5,83.4,2.4,25.6,5.1,4.5,4.2,not fire,0
18,8,2013,37.5,41.9,15.6,0.0,94.7,43.4,158.1,7.8,45.0,12.2,fire,1
23,9,2012,38.5,45.4,17.3,0.0,95.5,33.2,127.2,9.5,35.2,11.9,fire,0
8,6,2013,29.9,72.1,19.8,0.0,75.6,11.2,44.5,7.2,12.1,6.8,not fire,1
19,8,2012,40.7,41.8,12.5,0.0,96.0,36.9,137.7,11.1,38.7,13.6,fire,0
22,7,2012,29.6,60.4,14.9,0.0,85.3,11.0,50.3,8.2,12.6,7.6,not fire,0
8,6,2013,32.3,61.1,12.6,0.0,85.8,18.7,84.4,4.7,21.3,6.5,not fire,1
25,9,2013,27.1,62.4,12.8,0.0,80.2,17.6,74.4,4.0,19.5,5.7,not fire,1
3,7,2012,38.4,51.0,15.8,0.0,90.4,33.9,137.7,7.6,36.8,10.9,fire,1
17,7,2012,31.0,57.1,17.3,0.0,90.4,18.3,74.1,8.3,19.9,8.8,not fire,0
9,8,2013,28.5,79.4,11.7,0.0,80.6,5.3,34.8,4.7,7.4,4.4,not fire,0
20,6,2013,30.2,68.2,16.4,0.0,79.8,15.9,71.0,3.7,18.0,5.3,not fire,0
24,8,2012,27.0,56.8,20.8,0.0,87.2,15.5,63.7,8.1,17.0,8.2,not fire,0
31,9,2013,28.0,85.4,14.3,0.2,73.9,7.7,34.6,5.0,8.8,4.8,not fire,0
7,8,2012,33.7,64.2,13.3,0.0,85.1,21.4,82.3,5.7,22.7,7.4,not fire,0
18,7,2012,33.7,57.8,11.1,0.0,88.3,26.5,105.9,7.1,28.6,9.3,not fire,1
9,7,2012,35.8,75.2,19.8,2.0,85.3,21.9,73.3,7.1,22.0,8.3,not fire,0
19,8,2013,42.0,32.5,15.2,0.0,96.0,30.8,87.0,8.0,28.9,9.9,fire,1
9,9,2012,25.8,50.9,11.5,0.0,85.6,11.8,58.2,4.8,14.1,5.5,not fire,0
5,7,2012,29.0,55.6,12.0,0.0,85.9,9.4,72.5,4.8,14.3,5.5,not fire,1
7,7,2013,33.4,59.6,17.9,0.0,86.4,24.7,91.9,5.5,25.9,7.7,not fire,1
1,7,2013,34.3,55.3,14.0,0.0,92.7,30.6,98.2,9.8,30.2,11.4,fire,1
24,8,2012,28.8,58.7,17.6,0.0,81.1,14.7,66.3,6.8,16.8,7.3,not fire,1
7,9,2013,41.9,30.2,10.5,0.0,96.0,40.6,145.0,9.4,41.8,12.8,fire,1
23,6,2013,28.9,56.5,16.8,0.0,76.8,12.6,57.3,3.4,14.5,4.6,not fire,0
6,7,2012,31.5,53.2,12.7,5.0,78.2,18.7,59.4,3.9,18.3,5.5,not fire,0
22,6,2013,26.7,61.1,13.4,0.2,80.2,6.4,34.7,3.9,8.0,3.9,not fire,0
24,9,2012,33.5,77.3,15.6,0.0,76.6,17.2,72.9,4.0,19.1,5.6,not fire,1
24,8,2012,33.6,56.4,14.8,0.2,90.9,21.1,88.3,8.4,23.3,9.4,not fire,0
31,8,2012,28.4,84.1,17.2,0.0,75.7,6.0,34.3,4.2,7.7,4.1,not fire,0
31,8,2013,31.2,64.9,12.6,0.2,84.1,17.7,66.3,3.3,18.6,5.1,not fire,0
7,8,2013,32.0,52.2,20.1,0.0,87.7,25.7,112.6,7.7,28.9,9.7,not fire,0
24,8,2012,26.6,74.8,15.6,0.0,72.6,4.5,27.3,1.5,6.0,1.9,not fire,0
13,6,2013,28.1,69.7,20.5,0.5,81.5,2.3,39.4,6.8,6.1,5.7,not fire,0
19,8,2013,33.2,72.5,18.1,0.0,88.2,25.8,86.6,5.9,25.9,8.0,not fire,1
9,8,2013,32.8,59.5,15.3,0.0,89.9,19.7,76.8,9.2,21.0,9.6,not fire,1
30,8,2013,29.8,75.7,15.1,0.0,80.6,13.4,49.6,3.9,14.0,4.8,not fire,0
6,9,2013,38.2,57.0,14.0,0.5,89.6,28.5,84.5,6.9,27.3,8.9,not fire,1
13,6,2013,30.8,75.4,18.3,0.0,84.7,16.2,60.7,5.7,17.0,6.5,not fire,0
20,8,2012,32.7,51.0,16.2,0.0,94.9,19.8,66.1,8.8,19.8,9.1,fire,0
3,6,2013,26.7,70.1,14.1,0.0,72.9,1.0,32.9,2.8,4.6,2.7,not fire,1
11,9,2013,33.2,68.5,16.1,0.0,87.9,22.1,88.2,8.1,23.9,9.2,not fire,1
21,7,2012,30.4,66.2,15.7,0.0,81.2,19.3,87.7,7.5,22.1,8.6,not fire,1
